State,District,Years,Murder,Murder_attempts,Rape
Uttar Pradesh,Raibareilly,2001,87,63,58
Uttar Pradesh,Rampur,2001,89,98,22
Uttar Pradesh,Saharanpur,2001,101,128,41
Uttar Pradesh,Sant Kabirnagar,2001,16,16,9
Uttar Pradesh,Shahjahanpur,2001,196,223,55
Uttar Pradesh,Shrawasti,2001,35,30,13
Uttar Pradesh,Sidharthnagar,2001,13,18,12
Uttar Pradesh,Sitapur,2001,162,139,85
Uttar Pradesh,Sonbhadra,2001,33,23,5
Uttar Pradesh,St.Ravidasnagar,2001,21,24,1
Uttar Pradesh,Sultanpur,2001,103,154,29
Uttar Pradesh,Unnao,2001,147,141,53
Uttar Pradesh,Varanasi,2001,78,89,27
Uttarakhand,Almora,2001,18,12,4
Uttarakhand,Bageshwar,2001,10,7,1
Uttarakhand,Chamoli,2001,13,6,3
Uttarakhand,Champawat,2001,3,3,0
Uttarakhand,Dehradun,2001,32,66,12
Uttarakhand,Haridwar,2001,94,75,13
Uttarakhand,Nainital,2001,36,31,5
Uttarakhand,Pauri Garhwal,2001,26,9,7
Uttarakhand,Pithoragarh,2001,8,3,7
Uttarakhand,Rudra Prayag,2001,5,2,2
Uttarakhand,Tehri Garhwal,2001,7,10,2
Uttarakhand,Udhamsingh Nagar,2001,54,44,10
Uttarakhand,Uttarkashi,2001,10,11,8
West Bengal,24 Parganas North,2001,202,23,53
West Bengal,24 Parganas South,2001,107,5,47
West Bengal,Asansol,2001,9,7,0
West Bengal,Bankura,2001,35,32,26
West Bengal,Birbhum,2001,76,40,43
West Bengal,Burdwan,2001,133,4,46
West Bengal,Coochbehar,2001,37,1,36
West Bengal,Dakshin Dinajpur,2001,25,0,10
West Bengal,Darjeeling,2001,46,3,20
West Bengal,Hooghly,2001,81,22,29
West Bengal,Howrah,2001,28,8,2
West Bengal,Howrah City,2001,21,8,7
West Bengal,Howrah G.R.P.,2001,18,0,1
West Bengal,Jalpaiguri,2001,152,30,54
West Bengal,Kolkata,2001,65,152,19
West Bengal,Malda,2001,55,27,40
West Bengal,Midnapur,2001,120,20,84
West Bengal,Murshidabad,2001,130,10,66
West Bengal,Nadia,2001,124,0,71
West Bengal,Purulia,2001,69,0,23
West Bengal,Sealdah G.R.P.,2001,23,6,1
West Bengal,Siliguri G.R.P.,2001,2,0,0
West Bengal,Uttar Dinajpur,2001,36,51,31
A & N Islands,Andaman,2001,13,0,3
A & N Islands,Nicobar,2001,0,0,0
Chandigarh,Chandigarh,2001,15,10,18
D & N Haveli,D And N Haveli,2001,3,2,6
Daman & Diu,Daman,2001,6,5,0
Daman & Diu,Diu,2001,1,0,0
Delhi Ut,Central,2001,29,42,28
Delhi Ut,East,2001,56,51,24
Delhi Ut,G.R.P.(Rly),2001,11,4,1
Delhi Ut,I.G.I. Airport,2001,2,2,0
Delhi Ut,New Delhi,2001,11,14,9
Delhi Ut,North,2001,28,33,28
Delhi Ut,North East,2001,62,79,36
Delhi Ut,North West,2001,134,107,103
Delhi Ut,S.T.F.,2001,0,0,0
Delhi Ut,South,2001,83,75,65
Delhi Ut,South West,2001,61,52,42
Delhi Ut,West,2001,70,51,45
Lakshadweep,Lakshadweep,2001,1,0,0
Puducherry,Pondicherry,2001,25,32,9
Andhra Pradesh,Adilabad,2002,100,79,37
Andhra Pradesh,Anantapur,2002,166,113,28
Andhra Pradesh,Chittoor,2002,105,66,28
Andhra Pradesh,Cuddapah,2002,91,0,16
Andhra Pradesh,East Godavari,2002,97,102,25
Andhra Pradesh,Guntakal Rly.,2002,0,0,1
Andhra Pradesh,Guntur,2002,143,77,46
Andhra Pradesh,Hyderabad City,2002,117,109,57
Andhra Pradesh,Karimnagar,2002,160,88,99
Andhra Pradesh,Khammam,2002,106,55,48
Andhra Pradesh,Krishna,2002,92,66,41
Andhra Pradesh,Kurnool,2002,124,98,45
Andhra Pradesh,Mahaboobnagar,2002,171,84,85
Andhra Pradesh,Medak,2002,103,50,68
Andhra Pradesh,Nalgonda,2002,109,53,41
Andhra Pradesh,Nellore,2002,84,93,46
Andhra Pradesh,Nizamabad,2002,93,42,35
Andhra Pradesh,Prakasham,2002,67,79,21
Andhra Pradesh,Ranga Reddy,2002,214,107,49
Andhra Pradesh,Secunderabad Rly.,2002,12,0,0
Andhra Pradesh,Srikakulam,2002,27,9,14
Andhra Pradesh,Vijayawada,2002,39,49,31
Andhra Pradesh,Vijayawada Rly.,2002,3,0,1
Andhra Pradesh,Visakha Rural,2002,54,25,14
Andhra Pradesh,Visakhapatnam,2002,20,15,8
Andhra Pradesh,Vizianagaram,2002,28,22,12
Andhra Pradesh,Warangal,2002,131,72,52
Andhra Pradesh,West Godavari,2002,69,91,54
Arunachal Pradesh,Changlang,2002,9,4,3
Arunachal Pradesh,Dibang Valley,2002,6,4,5
Arunachal Pradesh,Kameng East,2002,3,2,1
Arunachal Pradesh,Kameng West,2002,3,3,0
Arunachal Pradesh,Lohit,2002,14,2,3
Arunachal Pradesh,Papum Pare,2002,3,3,3
Arunachal Pradesh,Siang East,2002,3,0,11
Arunachal Pradesh,Siang Upper,2002,0,1,3
Arunachal Pradesh,Siang West,2002,4,7,4
Arunachal Pradesh,Subansiri Lower,2002,8,3,1
Arunachal Pradesh,Subansiri Upper,2002,5,2,2
Arunachal Pradesh,Tawang,2002,0,0,1
Arunachal Pradesh,Tirap,2002,3,7,1
Assam,Barpeta,2002,43,20,55
Assam,Bongaigaon,2002,47,0,21
Assam,C.I.D.,2002,0,0,0
Assam,Cachar,2002,57,44,71
Assam,Darrang,2002,31,7,33
Assam,Dhemaji,2002,30,15,48
Assam,Dhubri,2002,60,16,46
Assam,Dibrugarh,2002,97,35,45
Assam,G.R.P.,2002,6,0,0
Assam,Goalpara,2002,24,18,40
Assam,Golaghat,2002,57,9,42
Assam,Guwahati City,2002,60,18,60
Assam,Hailakandi,2002,26,5,24
Assam,Jorhat,2002,37,13,36
Assam,Kamrup,2002,34,31,41
Assam,Karbi Anglong,2002,41,3,5
Assam,Karimganj,2002,43,12,23
Assam,Kokrajhar,2002,62,20,15
Assam,Lakhimpur,2002,26,34,69
Assam,Morigaon,2002,23,8,40
Assam,N.C.Hills,2002,25,16,2
Assam,Nagaon,2002,78,40,61
Assam,Nalbari,2002,47,56,27
Assam,R.P.O.,2002,0,0,1
Assam,Sibsagar,2002,75,20,57
Assam,Sonitpur,2002,109,22,67
Assam,Tinsukia,2002,115,17,41
Bihar,Araria,2002,61,15,101
Bihar,Arwal,2002,44,58,0
Bihar,Aurangabad,2002,96,38,12
Bihar,Bagaha,2002,27,71,23
Bihar,Banka,2002,100,18,27
Bihar,Begusarai,2002,138,139,20
Bihar,Bettiah,2002,100,229,55
Bihar,Bhabhua,2002,48,10,17
Bihar,Bhagalpur,2002,107,46,40
Bihar,Bhojpur,2002,147,41,17
Bihar,Buxar,2002,60,80,17
Bihar,Darbhanga,2002,72,79,52
Bihar,Gaya,2002,218,149,31
Bihar,Gopalganj,2002,69,89,16
Bihar,Jamalpur Rly.,2002,6,5,0
Bihar,Jamui,2002,56,203,15
Bihar,Jehanabad,2002,73,55,7
Bihar,Katihar,2002,67,25,77
Bihar,Katihar Rly.,2002,14,0,2
Bihar,Khagaria,2002,66,23,15
Bihar,Kishanganj,2002,30,2,20
Bihar,Lakhisarai,2002,67,36,2
Bihar,Madhepura,2002,50,23,10
Bihar,Madhubani,2002,66,86,31
Bihar,Motihari,2002,97,47,41
Bihar,Munger,2002,63,124,11
Bihar,Muzaffarpur,2002,130,92,60
Bihar,Muzaffarpur Rly.,2002,18,1,2
Bihar,Nalanda,2002,175,191,32
Bihar,Naugachia,2002,35,4,11
Bihar,Nawadah,2002,69,87,34
Bihar,Patna,2002,472,682,37
Bihar,Patna Rly.,2002,29,24,2
Bihar,Purnea,2002,96,75,46
Bihar,Rohtas,2002,132,35,15
Bihar,Saharsa,2002,39,106,11
Bihar,Samastipur,2002,119,120,22
Bihar,Saran,2002,100,63,12
Bihar,Sheikhpura,2002,33,18,6
Bihar,Sheohar,2002,10,0,14
Bihar,Sitamarhi,2002,54,19,31
Bihar,Siwan,2002,117,163,8
Bihar,Supaul,2002,43,46,22
Bihar,Vaishali,2002,99,109,16
Chhattisgarh,Balrampur,2002,30,21,30
Chhattisgarh,Bilaspur,2002,56,43,72
Chhattisgarh,Bizapur,2002,19,18,7
Chhattisgarh,Dantewara,2002,59,29,9
Chhattisgarh,Dhamtari,2002,16,12,26
Chhattisgarh,Durg,2002,72,65,132
Chhattisgarh,Grp Raipur,2002,2,1,5
Chhattisgarh,Jagdalpur,2002,70,34,46
Chhattisgarh,Janjgir,2002,43,24,42
Chhattisgarh,Jashpur,2002,54,14,35
Chhattisgarh,Kabirdham,2002,18,6,20
Chhattisgarh,Kanker,2002,35,6,37
Chhattisgarh,Korba,2002,40,10,38
Chhattisgarh,Koriya,2002,21,15,58
Chhattisgarh,Mahasamund,2002,15,16,33
Chhattisgarh,Raigarh,2002,56,24,39
Chhattisgarh,Raipur,2002,86,63,159
Chhattisgarh,Rajnandgaon,2002,51,17,62
Chhattisgarh,Sarguja,2002,101,35,142
Goa,North Goa,2002,18,11,9
Goa,South Goa,2002,12,9,3
Gujarat,Ahmedabad Commr.,2002,222,143,12
Gujarat,Ahmedabad Rural,2002,63,24,7
Gujarat,Ahwa-Dang,2002,6,1,4
Gujarat,Amreli,2002,21,17,4
Gujarat,Anand,2002,48,31,8
Gujarat,Bharuch,2002,47,25,7
Gujarat,Bhavnagar,2002,59,43,9
Gujarat,Dahod,2002,64,14,14
Gujarat,Gandhinagar,2002,31,7,7
Gujarat,Himatnagar,2002,71,23,11
Gujarat,Jamnagar,2002,39,24,25
Gujarat,Junagadh,2002,55,22,10
Gujarat,Kheda North,2002,56,18,9
Gujarat,Kutch,2002,35,22,3
Gujarat,Mehsana,2002,49,43,13
Gujarat,Narmada,2002,16,4,7
Gujarat,Navsari,2002,26,4,5
Gujarat,Palanpur,2002,38,31,16
Gujarat,Panchmahal,2002,83,18,4
Gujarat,Patan,2002,24,13,3
Gujarat,Porbandar,2002,7,7,4
Gujarat,Rajkot Commr.,2002,35,33,6
Gujarat,Rajkot Rural,2002,41,30,15
Gujarat,Surat Commr.,2002,81,28,18
Gujarat,Surat Rural,2002,78,7,10
Gujarat,Surendranagar,2002,40,30,13
Gujarat,Vadodara Commr.,2002,56,47,5
Gujarat,Vadodara Rural,2002,81,29,12
Gujarat,Valsad,2002,39,14,3
Gujarat,W.Rly,2002,21,7,3
Haryana,Ambala,2002,25,18,15
Haryana,Bhiwani,2002,35,24,17
Haryana,Faridabad,2002,57,38,37
Haryana,Fatehabad,2002,16,21,7
Haryana,Grp,2002,25,1,1
Haryana,Gurgaon,2002,66,50,27
Haryana,Hissar,2002,52,49,15
Haryana,Jhajjar,2002,41,25,18
Haryana,Jind,2002,33,13,19
Haryana,Kaithal,2002,26,21,7
Haryana,Karnal,2002,39,28,37
Haryana,Kurukshetra,2002,31,13,15
Haryana,Mahendragarh,2002,21,9,16
Haryana,Panchkula,2002,7,2,13
Haryana,Panipat,2002,46,25,43
Haryana,Rewari,2002,21,9,10
Haryana,Rohtak,2002,63,39,17
Haryana,Sirsa,2002,43,37,20
Haryana,Sonipat,2002,82,49,14
Haryana,Yamunanagar,2002,31,16,13
Himachal Pradesh,Bilaspur,2002,11,15,9
Himachal Pradesh,Chamba,2002,15,2,16
Himachal Pradesh,G.R.P.,2002,0,0,0
Himachal Pradesh,Hamirpur,2002,8,6,3
Himachal Pradesh,Kangra,2002,28,22,14
Himachal Pradesh,Kinnaur,2002,2,0,4
Himachal Pradesh,Kullu,2002,8,2,14
Himachal Pradesh,Lahaul-Spiti,2002,2,0,0
Himachal Pradesh,Mandi,2002,5,9,24
Himachal Pradesh,Shimla,2002,15,10,27
Himachal Pradesh,Sirmaur,2002,9,9,11
Himachal Pradesh,Solan,2002,7,6,9
Himachal Pradesh,Una,2002,13,5,6
Jammu & Kashmir,Anantnag,2002,86,96,16
Jammu & Kashmir,Awantipora,2002,26,0,1
Jammu & Kashmir,Baramulla,2002,121,111,14
Jammu & Kashmir,Border,2002,7,26,5
Jammu & Kashmir,Budgam,2002,46,23,12
Jammu & Kashmir,Crime Jammu,2002,1,0,0
Jammu & Kashmir,Crime Srinagar,2002,1,0,0
Jammu & Kashmir,Doda,2002,105,118,15
Jammu & Kashmir,Ganderbal,2002,22,5,7
Jammu & Kashmir,Handwara,2002,47,72,0
Jammu & Kashmir,Jammu,2002,23,79,7
Jammu & Kashmir,Kargil,2002,0,1,1
Jammu & Kashmir,Kathua,2002,15,25,11
Jammu & Kashmir,Kulgam,2002,41,4,7
Jammu & Kashmir,Kupwara,2002,56,124,5
Jammu & Kashmir,Leh,2002,6,1,3
Jammu & Kashmir,Poonch,2002,84,140,9
Jammu & Kashmir,Pulwama,2002,55,109,12
Jammu & Kashmir,Railways,2002,2,0,0
Jammu & Kashmir,Rajouri,2002,97,104,13
Jammu & Kashmir,Ramban,2002,62,69,7
Jammu & Kashmir,Reasi,2002,45,62,8
Jammu & Kashmir,Srinagar,2002,86,50,24
Jammu & Kashmir,Udhampur,2002,14,21,15
Jharkhand,Bokaro,2002,58,108,48
Jharkhand,Chaibasa,2002,134,42,37
Jharkhand,Chatra,2002,31,4,18
Jharkhand,Deoghar,2002,36,34,37
Jharkhand,Dhanbad,2002,88,42,38
Jharkhand,Dhanbad Rly.,2002,5,0,2
Jharkhand,Dumka,2002,67,149,50
Jharkhand,Garhwa,2002,39,17,32
Jharkhand,Giridih,2002,72,27,39
Jharkhand,Godda,2002,31,36,86
Jharkhand,Gumla,2002,108,32,31
Jharkhand,Hazaribagh,2002,86,59,71
Jharkhand,Jamshedpur,2002,81,180,76
Jharkhand,Jamshedpur Rly.,2002,2,0,1
Jharkhand,Jamtara,2002,18,33,25
Jharkhand,Koderma,2002,30,25,6
Jharkhand,Latehar,2002,43,14,12
Jharkhand,Lohardagga,2002,44,9,14
Jharkhand,Pakur,2002,37,7,37
Jharkhand,Palamu,2002,69,48,14
Jharkhand,Ranchi,2002,270,161,55
Jharkhand,Sahebganj,2002,45,58,26
Jharkhand,Saraikela,2002,51,36,26
Jharkhand,Simdega,2002,43,22,16
Karnataka,Bagalkot,2002,51,38,4
Karnataka,Bangalore Commr.,2002,201,311,32
Karnataka,Bangalore Rural,2002,153,114,22
Karnataka,Belgaum,2002,113,60,6
Karnataka,Bellary,2002,62,58,11
Karnataka,Bidar,2002,49,62,8
Karnataka,Bijapur,2002,62,53,3
Karnataka,Chamarajnagar,2002,29,24,4
Karnataka,Chickmagalur,2002,36,64,18
Karnataka,Chitradurga,2002,37,18,12
Karnataka,Dakshin Kannada,2002,26,27,9
Karnataka,Davanagere,2002,57,26,14
Karnataka,Dharwad Commr.,2002,17,36,1
Karnataka,Dharwad Rural,2002,35,13,0
Karnataka,Gadag,2002,15,22,3
Karnataka,Gulbarga,2002,79,76,24
Karnataka,Hassan,2002,74,65,11
Karnataka,Haveri,2002,18,19,2
Karnataka,K.G.F.,2002,14,16,6
Karnataka,Kodagu,2002,35,29,4
Karnataka,Kolar,2002,73,71,18
Karnataka,Koppal,2002,19,37,6
Karnataka,Mandya,2002,61,56,30
Karnataka,Mysore Commr.,2002,22,38,7
Karnataka,Mysore Rural,2002,62,45,5
Karnataka,Raichur,2002,59,67,6
Karnataka,Railways,2002,14,1,0
Karnataka,Shimoga,2002,53,47,11
Karnataka,Tumkur,2002,58,49,9
Karnataka,Udupi,2002,15,22,1
Karnataka,Uttar Kannada,2002,28,12,5
Kerala,Alapuzha,2002,18,30,13
Kerala,Cbcid,2002,15,8,0
Kerala,Ernakulam,2002,36,80,27
Kerala,Idukki,2002,32,18,26
Kerala,Kannur,2002,28,63,21
Kerala,Kasargod,2002,20,22,25
Kerala,Kollam,2002,41,49,60
Kerala,Kottayam,2002,20,22,28
Kerala,Kozhikode,2002,21,39,53
Kerala,Malappuram,2002,26,28,70
Kerala,Palakkad,2002,51,42,48
Kerala,Pathanamthitta,2002,28,24,12
Kerala,Railways,2002,0,0,0
Kerala,Thrissur,2002,52,59,30
Kerala,Trivandrum,2002,58,69,56
Kerala,Wayanadu,2002,8,9,30
Madhya Pradesh,Balaghat,2002,69,41,87
Madhya Pradesh,Barwani,2002,37,34,30
Madhya Pradesh,Betul,2002,65,50,115
Madhya Pradesh,Bhind,2002,72,106,33
Madhya Pradesh,Bhopal,2002,62,92,98
Madhya Pradesh,Bhopal Rly.,2002,7,5,1
Madhya Pradesh,Chhatarpur,2002,70,66,76
Madhya Pradesh,Chhindwara,2002,81,46,82
Madhya Pradesh,Damoh,2002,49,57,57
Madhya Pradesh,Datiya,2002,54,63,22
Madhya Pradesh,Dewas,2002,53,76,97
Madhya Pradesh,Dhar,2002,90,101,74
Madhya Pradesh,Dindori,2002,26,7,26
Madhya Pradesh,Guna,2002,64,74,148
Madhya Pradesh,Gwalior,2002,102,126,69
Madhya Pradesh,Harda,2002,18,13,28
Madhya Pradesh,Hoshangabad,2002,48,86,62
Madhya Pradesh,Indore,2002,109,135,93
Madhya Pradesh,Indore Rly.,2002,3,4,1
Madhya Pradesh,Jabalpur,2002,73,146,80
Madhya Pradesh,Jabalpur Rly.,2002,2,2,0
Madhya Pradesh,Jhabua,2002,133,129,29
Madhya Pradesh,Katni,2002,40,37,37
Madhya Pradesh,Khandwa,2002,33,41,71
Madhya Pradesh,Khargon,2002,37,39,50
Madhya Pradesh,Mandla,2002,21,26,43
Madhya Pradesh,Mandsaur,2002,34,38,45
Madhya Pradesh,Morena,2002,62,116,46
Madhya Pradesh,Narsinghpur,2002,48,53,88
Madhya Pradesh,Neemuch,2002,19,23,26
Madhya Pradesh,Panna,2002,35,30,35
Madhya Pradesh,Raisen,2002,34,70,98
Madhya Pradesh,Rajgarh,2002,36,57,80
Madhya Pradesh,Ratlam,2002,36,47,67
Madhya Pradesh,Rewa,2002,68,40,32
Madhya Pradesh,Sagar,2002,81,120,136
Madhya Pradesh,Satna,2002,62,72,66
Madhya Pradesh,Seoni,2002,40,15,44
Madhya Pradesh,Shahdol,2002,51,34,72
Madhya Pradesh,Shajapur,2002,42,57,84
Madhya Pradesh,Sheopur,2002,20,36,28
Madhya Pradesh,Shivpuri,2002,71,77,73
Madhya Pradesh,Sidhi,2002,48,25,46
Madhya Pradesh,Sihore,2002,21,61,63
Madhya Pradesh,Tikamgarh,2002,45,58,51
Madhya Pradesh,Ujjain,2002,54,172,68
Madhya Pradesh,Umariya,2002,28,7,20
Madhya Pradesh,Vidisha,2002,42,54,114
Maharashtra,Ahmednagar,2002,82,45,45
Maharashtra,Akola,2002,59,34,28
Maharashtra,Amravati Commr.,2002,27,25,18
Maharashtra,Amravati Rural,2002,58,36,66
Maharashtra,Aurangabad Commr.,2002,32,18,8
Maharashtra,Aurangabad Rural,2002,50,29,12
Maharashtra,Beed,2002,69,51,25
Maharashtra,Bhandara,2002,36,13,32
Maharashtra,Buldhana,2002,50,35,30
Maharashtra,Chandrapur,2002,52,19,29
Maharashtra,Dhule,2002,46,25,16
Maharashtra,Gadchiroli,2002,51,33,22
Maharashtra,Gondia,2002,44,16,25
Maharashtra,Hingoli,2002,32,15,17
Maharashtra,Jalgaon,2002,81,39,22
Maharashtra,Jalna,2002,48,28,14
Maharashtra,Kolhapur,2002,65,42,17
Maharashtra,Latur,2002,39,27,4
Maharashtra,Mumbai,2002,252,134,128
Maharashtra,Mumbai Rly.,2002,3,3,2
Maharashtra,Nagpur Commr.,2002,98,54,49
Maharashtra,Nagpur Rly.,2002,7,2,0
Maharashtra,Nagpur Rural,2002,95,35,66
Maharashtra,Nanded,2002,83,85,29
Maharashtra,Nandurbar,2002,26,9,28
Maharashtra,Nasik Commr.,2002,25,9,12
Maharashtra,Nasik Rural,2002,90,44,38
Maharashtra,Navi Mumbai,2002,48,21,24
Maharashtra,Osmanabad,2002,46,17,28
Maharashtra,Parbhani,2002,55,31,19
Maharashtra,Pune Commr.,2002,95,42,51
Maharashtra,Pune Rly.,2002,1,3,2
Maharashtra,Pune Rural,2002,141,37,42
Maharashtra,Raigad,2002,43,21,29
Maharashtra,Ratnagiri,2002,26,6,13
Maharashtra,Sangli,2002,97,29,33
Maharashtra,Satara,2002,83,17,31
Maharashtra,Sindhudurg,2002,18,7,11
Maharashtra,Solapur Commr.,2002,27,39,30
Maharashtra,Solapur Rural,2002,79,40,33
Maharashtra,Thane Commr.,2002,128,68,42
Maharashtra,Thane Rural,2002,122,41,51
Maharashtra,Wardha,2002,49,31,37
Maharashtra,Washim,2002,34,13,29
Maharashtra,Yavatmal,2002,76,67,65
Manipur,Bishnupur,2002,24,23,2
Manipur,Chandel,2002,9,4,0
Manipur,Churachandpur,2002,30,11,0
Manipur,Imphal(East),2002,24,27,4
Manipur,Imphal(West),2002,32,51,3
Manipur,Senapati,2002,13,11,0
Manipur,Tamenglong,2002,3,3,0
Manipur,Thoubal,2002,27,29,4
Manipur,Ukhrul,2002,3,1,1
Meghalaya,Garo Hills East,2002,10,13,1
Meghalaya,Garo Hills South,2002,10,3,1
Meghalaya,Garo Hills West,2002,17,6,5
Meghalaya,Jaintia Hills,2002,39,4,2
Meghalaya,Khasi Hills East,2002,48,22,19
Meghalaya,Khasi Hills West,2002,16,8,7
Meghalaya,Ri-Bhoi,2002,27,2,3
Mizoram,Aizawl,2002,5,18,36
Mizoram,Champhai,2002,6,1,9
Mizoram,Kolasib,2002,4,1,5
Mizoram,Lawngtlai,2002,3,0,2
Mizoram,Lunglei,2002,2,2,11
Mizoram,Mamit,2002,1,0,4
Mizoram,Saiha,2002,2,4,7
Mizoram,Serchhip,2002,6,0,2
Nagaland,Dimapur,2002,32,7,3
Nagaland,Kiphire,2002,1,0,1
Nagaland,Kohima,2002,25,2,9
Nagaland,Mokokchung,2002,11,1,0
Nagaland,Mon,2002,1,1,0
Nagaland,Peren,2002,4,9,0
Nagaland,Phek,2002,5,4,1
Nagaland,Tuensang,2002,6,5,1
Nagaland,Wokha,2002,6,3,1
Nagaland,Zunheboto,2002,9,2,1
Odisha,Angul,2002,40,43,25
Odisha,Balasore,2002,23,6,47
Odisha,Baragarh,2002,22,36,12
Odisha,Berhampur,2002,30,56,10
Odisha,Bhadrak,2002,26,36,27
Odisha,Bolangir,2002,33,52,15
Odisha,Boudh,2002,12,15,2
Odisha,Cuttack,2002,47,140,32
Odisha,Deogarh,2002,12,9,7
Odisha,Dhenkanal,2002,28,35,12
Odisha,Gajapati,2002,6,10,8
Odisha,Ganjam,2002,76,117,34
Odisha,Jagatsinghpur,2002,16,24,17
Odisha,Jajpur,2002,22,21,18
Odisha,Jharsuguda,2002,17,17,11
Odisha,Kalahandi,2002,22,32,18
Odisha,Kandhamal,2002,19,13,32
Odisha,Kendrapara,2002,19,52,9
Odisha,Keonjhar,2002,74,38,42
Odisha,Khurda,2002,63,92,52
Odisha,Koraput,2002,47,34,30
Odisha,Malkangir,2002,36,23,15
Odisha,Mayurbhanj,2002,83,40,68
Odisha,Nayagarh,2002,28,61,9
Odisha,Nowrangpur,2002,25,16,17
Odisha,Nuapada,2002,15,9,5
Odisha,Puri,2002,47,139,41
Odisha,Rayagada,2002,18,33,15
Odisha,Rourkela,2002,28,24,18
Odisha,Sambalpur,2002,41,57,15
Odisha,Sonepur,2002,7,31,6
Odisha,Srp(Cuttack),2002,0,2,1
Odisha,Srp(Rourkela),2002,6,2,0
Odisha,Sundargarh,2002,87,57,21
Punjab,Amritsar,2002,51,24,5
Punjab,Barnala,2002,10,22,11
Punjab,Batala,2002,30,34,14
Punjab,Bhatinda,2002,34,30,14
Punjab,Faridkot,2002,12,12,6
Punjab,Fatehgarh Sahib,2002,14,13,0
Punjab,Ferozepur,2002,39,63,27
Punjab,G.R.P,2002,5,8,0
Punjab,Gurdaspur,2002,26,24,17
Punjab,Hoshiarpur,2002,31,38,19
Punjab,Jagraon,2002,15,30,13
Punjab,Jalandhar,2002,59,64,20
Punjab,Kapurthala,2002,32,18,17
Punjab,Khanna,2002,21,13,7
Punjab,Ludhiana,2002,68,77,40
Punjab,Majitha,2002,28,34,9
Punjab,Mansa,2002,25,23,10
Punjab,Moga,2002,27,35,4
Punjab,Muktsar,2002,18,28,8
Punjab,Nawan Shahr,2002,22,9,8
Punjab,Patiala,2002,46,48,18
Punjab,Ropar,2002,27,13,6
Punjab,Sangrur,2002,42,37,14
Punjab,Tarn Taran,2002,51,31,12
Rajasthan,Ajmer,2002,48,63,27
Rajasthan,Alwar,2002,82,96,44
Rajasthan,Banswara,2002,40,26,74
Rajasthan,Baran,2002,30,89,51
Rajasthan,Barmer,2002,18,28,24
Rajasthan,Bharatpur,2002,87,81,59
Rajasthan,Bhilwara,2002,30,46,46
Rajasthan,Bikaner,2002,40,90,24
Rajasthan,Bundi,2002,21,95,38
Rajasthan,Chittorgarh,2002,46,52,73
Rajasthan,Churu,2002,26,48,22
Rajasthan,Dausa,2002,21,25,16
Rajasthan,Dholpur,2002,42,89,26
Rajasthan,Dungarpur,2002,24,16,21
Rajasthan,G.R.P.,2002,5,2,4
Rajasthan,Ganganagar,2002,63,94,54
Rajasthan,Hanumangarh,2002,65,97,40
Rajasthan,Jaipur,2002,85,116,57
Rajasthan,Jaisalmer,2002,7,0,3
Rajasthan,Jalore,2002,19,23,11
Rajasthan,Jhalawar,2002,44,71,61
Rajasthan,Jhunjhunu,2002,44,25,12
Rajasthan,Jodhpur,2002,38,69,33
Rajasthan,Karauli,2002,19,17,21
Rajasthan,Kota,2002,56,374,37
Rajasthan,Nagaur,2002,43,30,39
Rajasthan,Pali,2002,32,74,25
Rajasthan,Rajsamand,2002,18,22,9
Rajasthan,Sawai Madhopur,2002,27,25,21
Rajasthan,Sikar,2002,41,29,13
Rajasthan,Sirohi,2002,28,26,9
Rajasthan,Tonk,2002,22,26,18
Rajasthan,Udaipur,2002,65,79,39
Sikkim,East,2002,6,1,3
Sikkim,North,2002,1,0,0
Sikkim,South,2002,2,2,1
Sikkim,West,2002,4,2,2
Tamil Nadu,Chengai,2002,67,157,27
Tamil Nadu,Chennai,2002,90,294,26
Tamil Nadu,Chennai Rly.,2002,10,0,0
Tamil Nadu,Coimbatore Rural,2002,83,54,25
Tamil Nadu,Coimbatore Urban,2002,16,22,2
Tamil Nadu,Cuddalore,2002,65,119,27
Tamil Nadu,Dharmapuri,2002,94,49,20
Tamil Nadu,Dindigul,2002,61,38,14
Tamil Nadu,Erode,2002,59,12,13
Tamil Nadu,Kanchipuram,2002,48,43,20
Tamil Nadu,Kanyakumari,2002,33,67,10
Tamil Nadu,Karur,2002,29,12,10
Tamil Nadu,Madurai Rural,2002,65,45,15
Tamil Nadu,Madurai Urban,2002,22,71,7
Tamil Nadu,Nagapattinam,2002,48,65,27
Tamil Nadu,Namakkal,2002,43,25,13
Tamil Nadu,Nilgiris,2002,21,15,6
Tamil Nadu,Perambalur,2002,41,58,16
Tamil Nadu,Pudukottai,2002,34,19,10
Tamil Nadu,Ramnathapuram,2002,37,50,13
Tamil Nadu,Salem Rural,2002,79,41,14
Tamil Nadu,Salem Urban,2002,24,21,8
Tamil Nadu,Sivagangai,2002,36,50,6
Tamil Nadu,Thanjavur,2002,56,110,10
Tamil Nadu,Theni,2002,23,58,12
Tamil Nadu,Thirunelveli Rural,2002,80,103,41
Tamil Nadu,Thirunelveli Urban,2002,23,37,3
Tamil Nadu,Thiruvallur,2002,41,43,10
Tamil Nadu,Thiruvannamalai,2002,35,39,10
Tamil Nadu,Thiruvarur,2002,30,32,4
Tamil Nadu,Thoothugudi,2002,72,103,13
Tamil Nadu,Trichy Rly.,2002,2,1,0
Tamil Nadu,Trichy Rural,2002,46,50,5
Tamil Nadu,Trichy Urban,2002,21,20,2
